"","SPECIES","DATASET_CLASSIFICATION","GENERA","EPITHET","FAMILY","PHYLUM","EPILIST","EPIPHYTE_FLORA","HEMIEPIPHYTE_FLORA","RUPICOLOUS_FLORA","TERRESTRIAL_FLORA","UNKNOWN_FLORA","DOMAIN_Caatinga","DOMAIN_Cerrado","DOMAIN_Chaco","DOMAIN_Pantanal","COUNTRY_Argentina","COUNTRY_Bolivia","COUNTRY_Brazil","COUNTRY_Paraguay","WWF_ECOREGION","SUGGESTED_CLASSIFICATION"
"582","Hymenophyllum peltatum","Online","Hymenophyllum","peltatum","Hymenophyllaceae","Pteridophyte","Epiphyte",0,0,1,0,0,0,0,1,0,1,0,0,0,"5","Facultative"
"583","Hymenophyllum plumosum","Online","Hymenophyllum","plumosum","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,1,0,0,0,1,0,0,0,0,1,0,"1, 6, 9","Facultative"
"584","Hymenophyllum polyanthos","Online","Hymenophyllum","polyanthos","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,1,0,1,0,1,1,"1, 3, 4, 6, 8, 9, 10, 12, 13, 18","Facultative"
"585","Hymenophyllum pulchellum","Online","Hymenophyllum","pulchellum","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,1,0,0,0,1,0,0,0,0,1,0,"1, 9","Facultative"
"586","Hymenophyllum rufum","Online","Hymenophyllum","rufum","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1, 6, 9","Epiphyte"
"587","Hymenophyllum tunbrigense","Online","Hymenophyllum","tunbrigense","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,1,1,0,0,1,1,0,1,0,1,0,"5, 6","Facultative"
"588","Hymenophyllum undulatum","Online","Hymenophyllum","undulatum","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9","Epiphyte"
"589","Ionopsis utricularioides","Online, Paper","Ionopsis","utricularioides","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,1,0,0,1,0,"1, 8, 11, 18","Epiphyte"
"590","Isabelia violacea","Online, Paper","Isabelia","violacea","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 8","Facultative"
"591","Isabelia virginalis","Online, Paper","Isabelia","virginalis","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,0,1,0,0,0,0,1,0,"1, 18","Facultative"
"592","Isochilus linearis","Online, Paper","Isochilus","linearis","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,1,1,1,0,1,0,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 18","Epiphyte"
"593","Jacquiniella globosa","Online, Paper","Jacquiniella","globosa","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,0,0,0,0,0,1,0,"8, 13, 14","Facultative"
"594","Koellensteinia eburnea","Online","Koellensteinia","eburnea","Orchidaceae","Angiospermae","Epiphyte",0,0,0,1,0,0,1,0,0,0,0,1,0,"1, 6, 9","Facultative"
"595","Koellensteinia florida","Online","Koellensteinia","florida","Orchidaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,0,0,0,0,0,1,0,"10","Facultative"
"596","Laelia gloriosa","Online, Paper","Laelia","gloriosa","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 8, 18","Facultative"
"597","Lankesterella ceracifolia","Online","Lankesterella","ceracifolia","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,1,0,1,0,1,0,"1, 8, 12","Epiphyte"
"598","Lellingeria apiculata","Online","Lellingeria","apiculata","Polypodiaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 10","Facultative"
"599","Lellingeria brevistipes","Online","Lellingeria","brevistipes","Polypodiaceae","Pteridophyte","Epiphyte",1,0,1,0,0,0,1,0,0,0,0,1,0,"1, 9","Facultative"
"600","Lellingeria tunguraguae","Online","Lellingeria","tunguraguae","Polypodiaceae","Pteridophyte","Epiphyte",0,0,0,0,1,0,0,1,0,1,0,0,0,"3, 4","Epiphyte"
"601","Leochilus labiatus","Online","Leochilus","labiatus","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8, 13","Epiphyte"
"602","Lepismium cruciforme","Online, Paper","Lepismium","cruciforme","Cactaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,1,1,0,1,0,1,1,"1, 6, 8, 12, 19","Facultative"
"603","Lepismium houlletianum","Online, Paper","Lepismium","houlletianum","Cactaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,1,0,1,0,1,0,"1, 3, 9","Epiphyte"
"604","Lepismium lumbricoides","Online, Paper","Lepismium","lumbricoides","Cactaceae","Angiospermae","Epiphyte",1,0,1,0,0,0,1,1,0,1,0,1,1,"1, 3, 4, 5, 12, 19","Facultative"
"605","Leptotes bicolor","Online","Leptotes","bicolor","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"606","Leptotes vellozicola","Online","Leptotes","vellozicola","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"9","Epiphyte"
"607","Leucotrichum organense","Online","Leucotrichum","organense","Polypodiaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 8, 9","Facultative"
"608","Leucotrichum schenckii","Online","Leucotrichum","schenckii","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 9","Epiphyte"
"609","Lindsaea lancea","Online","Lindsaea","lancea","Lindsaeaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,1,1,0,0,0,1,1,"1, 2, 6, 8, 9, 10, 12, 13, 14, 18, 20","Facultative"
"610","Liparis cogniauxiana","Online","Liparis","cogniauxiana","Orchidaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,1,0,0,0,0,1,0,"1, 6, 14","Facultative"
"611","Liparis elliptica","Online","Liparis","elliptica","Orchidaceae","Angiospermae","Epiphyte",0,0,0,0,0,0,1,0,0,0,0,1,0,"1, 9","Facultative"
"612","Liparis jamaicensis","Online","Liparis","jamaicensis","Orchidaceae","Angiospermae","Epiphyte",0,0,0,0,0,0,1,0,0,0,0,1,0,"1, 9","Facultative"
"613","Liparis vexillifera","Online","Liparis","vexillifera","Orchidaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,1,1,0,1,0,1,0,"1, 3, 5, 6, 8, 14","Facultative"
"614","Lippia sp.","Paper","Lippia",NA,"Verbenaceae","Angiospermae",NA,0,0,0,0,0,1,0,0,0,0,0,1,0,"6",NA
"615","Lockhartia goyazensis","Online, Paper","Lockhartia","goyazensis","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 2, 8, 14, 18","Epiphyte"
"616","Lockhartia imbricata","Online","Lockhartia","imbricata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"617","Lockhartia lunifera","Online, Paper","Lockhartia","lunifera","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1, 2","Epiphyte"
"618","Lomaridium plumieri","Online","Lomaridium","plumieri","Blechnaceae","Pteridophyte","Epiphyte",0,1,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte/Hemiepiphyte"
"619","Lomariopsis japurensis","Online","Lomariopsis","japurensis","Lomariopsidaceae","Pteridophyte","Hemiepiphyte",0,1,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 13","Hemiepiphyte"
"620","Lomariopsis marginata","Online, Paper","Lomariopsis","marginata","Lomariopsidaceae","Pteridophyte","Epiphyte",0,1,0,0,0,1,0,0,0,0,0,1,0,"6, 8, 13","Epiphyte/Hemiepiphyte"
"621","Lomariopsis nigropaleata","Online","Lomariopsis","nigropaleata","Lomariopsidaceae","Pteridophyte","Epiphyte",0,1,0,0,0,0,1,0,1,0,0,1,0,"7","Epiphyte/Hemiepiphyte"
"622","Lomariopsis prieuriana","Online","Lomariopsis","prieuriana","Lomariopsidaceae","Pteridophyte","Epiphyte",0,1,0,0,0,1,0,0,0,0,0,1,0,"8","Epiphyte/Hemiepiphyte"
"623","Lomariopsis sorbifolia","Online","Lomariopsis","sorbifolia","Lomariopsidaceae","Pteridophyte","Epiphyte",0,0,0,0,1,1,0,0,0,0,0,1,0,"8, 13","Epiphyte"
"624","Lueckelia breviloba","Online","Lueckelia","breviloba","Orchidaceae","Angiospermae","Epiphyte",0,0,1,0,0,0,1,0,0,0,0,1,0,"1","Facultative"
"625","Lycaste macrobulbon","Online","Lycaste","macrobulbon","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"626","Macradenia grandiflora","Online","Macradenia","grandiflora","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"627","Macradenia paraensis","Online, Paper","Macradenia","paraensis","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"628","Macroclinium wullschlaegelianum","Online","Macroclinium","wullschlaegelianum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"629","Malaxis excavata","Online","Malaxis","excavata","Orchidaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,1,1,0,1,0,1,0,"1, 3, 4, 5, 6, 8, 14, 18","Facultative"
"630","Mandevilla atroviolacea","Online","Mandevilla","atroviolacea","Apocynaceae","Angiospermae","Epiphyte",0,0,1,1,0,0,1,0,0,0,0,1,0,"1, 2, 6, 9","Facultative"
"631","Mandevilla urophylla","Online","Mandevilla","urophylla","Apocynaceae","Angiospermae","Epiphyte",0,0,0,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"632","Manekia obtusa","Online","Manekia","obtusa","Piperaceae","Angiospermae","Epiphyte",0,0,0,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"633","Marcgravia coriacea","Online","Marcgravia","coriacea","Marcgraviaceae","Angiospermae","Epiphyte",0,1,0,1,0,1,1,0,0,0,0,1,0,"1, 8","Facultative"
"634","Marcgravia polyantha","Online","Marcgravia","polyantha","Marcgraviaceae","Angiospermae","Hemiepiphyte",0,0,0,1,0,1,1,0,0,0,0,1,0,"1, 6, 8","Facultative"
"635","Marcgraviastrum cuneifolium","Online","Marcgraviastrum","cuneifolium","Marcgraviaceae","Angiospermae","Missing",1,0,0,1,0,0,1,0,0,0,0,1,0,"1, 6, 9","Facultative"
"636","Markea coccinea","Online","Markea","coccinea","Solanaceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,0,1,0,0,0,0,1,0,"1","Hemiepiphyte"
"637","Markea sessiliflora","Online","Markea","sessiliflora","Solanaceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,0,1,0,0,0,0,1,0,"1","Hemiepiphyte"
"638","Masdevallia infracta","Online","Masdevallia","infracta","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 10","Epiphyte"
"639","Maxillaria alba","Online","Maxillaria","alba","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"640","Maxillaria barbosae","Online","Maxillaria","barbosae","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8","Epiphyte"
"641","Maxillaria brasiliensis","Online","Maxillaria","brasiliensis","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1, 9","Epiphyte"
"642","Maxillaria humilis","Online","Maxillaria","humilis","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 9","Epiphyte"
"643","Maxillaria imbricata","Online","Maxillaria","imbricata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"6, 9","Epiphyte"
"644","Maxillaria leucaimata","Online","Maxillaria","leucaimata","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,0,0,0,0,0,1,0,"6, 8, 13","Facultative"
"645","Maxillaria notylioglossa","Online, Paper","Maxillaria","notylioglossa","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 10","Epiphyte"
"646","Maxillaria ochroleuca","Online, Paper","Maxillaria","ochroleuca","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 14, 15","Facultative"
"647","Maxillaria parviflora","Online, Paper","Maxillaria","parviflora","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"648","Maxillaria picta","Online","Maxillaria","picta","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 10","Epiphyte"
"649","Maxillaria pumila","Online, Paper","Maxillaria","pumila","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"650","Maxillaria pungens","Online","Maxillaria","pungens","Orchidaceae","Angiospermae","Epiphyte",0,0,0,0,1,0,1,0,0,0,0,1,0,"18","Epiphyte"
"651","Maxillaria rigida","Online, Paper","Maxillaria","rigida","Orchidaceae","Angiospermae","Missing",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 8, 10","Facultative"
"652","Maxillaria rufescens","Online","Maxillaria","rufescens","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"9, 13","Epiphyte"
"653","Maxillaria sp.","Paper","Maxillaria",NA,"Orchidaceae","Angiospermae",NA,0,0,0,0,0,0,1,0,0,0,0,1,0,"1",NA
"654","Maxillaria subrepens","Online, Paper","Maxillaria","subrepens","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"655","Maxillaria subulata","Online","Maxillaria","subulata","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,0,1,0,0,0,0,1,0,"1, 6, 9","Facultative"
"656","Maxillaria uncata","Online","Maxillaria","uncata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8","Epiphyte"
"657","Maxillaria uniflora","Online, Paper","Maxillaria","uniflora","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"658","Melpomene melanosticta","Online","Melpomene","melanosticta","Polypodiaceae","Pteridophyte","Epiphyte",0,0,1,0,0,1,1,0,0,0,0,1,0,"1, 8, 9","Facultative"
"659","Melpomene moniliformis","Online","Melpomene","moniliformis","Polypodiaceae","Pteridophyte","Epiphyte",0,0,1,0,0,0,0,1,0,1,0,0,0,"5","Facultative"
"660","Melpomene peruviana","Online","Melpomene","peruviana","Polypodiaceae","Pteridophyte","Epiphyte",0,0,1,0,0,0,0,1,0,1,0,0,0,"3, 4, 5","Facultative"
"661","Melpomene pilosissima","Online","Melpomene","pilosissima","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9","Epiphyte"
"662","Melpomene xiphopteroides","Online","Melpomene","xiphopteroides","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"6, 8, 9, 10","Epiphyte"
"663","Microgramma baldwinii","Online","Microgramma","baldwinii","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,0,1,0,1,0,0,1,0,"1, 11","Epiphyte"
"664","Microgramma crispata","Online, Paper","Microgramma","crispata","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 9, 13, 14","Epiphyte"
"665","Microgramma dictyophylla","Online","Microgramma","dictyophylla","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8","Epiphyte"
"666","Microgramma geminata","Online","Microgramma","geminata","Polypodiaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 8, 9, 10, 14","Facultative"
"667","Microgramma lindbergii","Online, Paper","Microgramma","lindbergii","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,0,1,1,0,0,0,1,1,"1, 6, 12, 18","Epiphyte"
"668","Microgramma lycopodioides","Online","Microgramma","lycopodioides","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,1,0,0,0,1,1,"1, 6, 8, 12, 13, 14","Epiphyte"
"669","Microgramma megalophylla","Online","Microgramma","megalophylla","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,0,1,0,1,0,0,1,0,"1, 11","Epiphyte"
"670","Microgramma percussa","Online","Microgramma","percussa","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,1,0,1,0,1,0,"1, 5, 6, 8","Epiphyte"
"671","Microgramma persicariifolia","Online, Paper","Microgramma","persicariifolia","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,1,0,0,0,1,1,"1, 8, 12, 18","Epiphyte"
"672","Microgramma piloselloides","Online","Microgramma","piloselloides","Polypodiaceae","Pteridophyte","Epiphyte",0,0,0,0,1,1,0,0,0,0,0,1,0,"8","Epiphyte"
"673","Microgramma reptans","Online","Microgramma","reptans","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"674","Microgramma sp.","Paper","Microgramma",NA,"Polypodiaceae","Pteridophyte",NA,0,0,0,0,0,0,0,1,0,1,0,0,0,"12",NA
"675","Microgramma sp.1","Paper","Microgramma",NA,"Polypodiaceae","Pteridophyte",NA,0,0,0,0,0,0,1,0,0,0,0,1,0,"1",NA
"676","Microgramma sp.2","Paper","Microgramma",NA,"Polypodiaceae","Pteridophyte",NA,0,0,0,0,0,1,0,0,0,0,0,1,0,"6",NA
"677","Microgramma sp.3","Paper","Microgramma",NA,"Polypodiaceae","Pteridophyte",NA,0,0,0,0,0,0,0,1,0,1,0,0,0,"12",NA
"678","Microgramma squamulosa","Online, Paper","Microgramma","squamulosa","Polypodiaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,1,0,1,0,1,1,"1, 3, 4, 5, 6, 8, 9, 10, 12, 14, 15, 18, 20","Facultative"
"679","Microgramma tecta","Online, Paper","Microgramma","tecta","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 9","Epiphyte"
"680","Microgramma thurnii","Online","Microgramma","thurnii","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"681","Microgramma vacciniifolia","Online, Paper","Microgramma","vacciniifolia","Polypodiaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,1,1,1,1,1,1,1,"1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19","Epiphyte"
"682","Microlepia speluncae","Online","Microlepia","speluncae","Dennstaedtiaceae","Angiospermae","Epiphyte",0,0,0,1,0,0,0,1,0,0,0,0,1,"12","Facultative"
"683","Miltonia flavescens","Online, Paper","Miltonia","flavescens","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,1,0,0,0,1,1,"1, 9, 12, 18","Epiphyte"
"684","Miltonia moreliana","Online","Miltonia","moreliana","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 10","Epiphyte"
"685","Monotagma laxum","Online","Monotagma","laxum","Marantaceae","Angiospermae","Epiphyte",0,0,0,1,0,0,1,0,0,0,0,1,0,"1, 2","Facultative"
"686","Moranopteris nana","Online","Moranopteris","nana","Polypodiaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 8, 14","Facultative"
"687","Moranopteris perpusilla","Online","Moranopteris","perpusilla","Polypodiaceae","Pteridophyte","Epiphyte",0,0,1,0,0,0,1,0,0,0,0,1,0,"1, 9","Facultative"
"688","Mormodes rosea","Paper","Mormodes","rosea","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"689","Mormodes sinuata","Online, Paper","Mormodes","sinuata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"690","Mormodes vinacea","Online","Mormodes","vinacea","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1, 7","Epiphyte"
"691","Myoxanthus exasperatus","Online","Myoxanthus","exasperatus","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8","Epiphyte"
"692","Myoxanthus lonchophyllus","Online, Paper","Myoxanthus","lonchophyllus","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 15, 18","Epiphyte"
"693","Myoxanthus octomerioides","Online","Myoxanthus","octomerioides","Orchidaceae","Angiospermae","Epiphyte",0,0,0,0,1,0,1,0,0,0,0,1,0,"1","Epiphyte"
"694","Nematanthus albus","Online","Nematanthus","albus","Gesneriaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"10","Epiphyte"
"695","Nematanthus crassifolius","Online","Nematanthus","crassifolius","Gesneriaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"696","Nematanthus lanceolatus","Online","Nematanthus","lanceolatus","Gesneriaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"6, 9","Epiphyte"
"697","Nematanthus sericeus","Online","Nematanthus","sericeus","Gesneriaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"6","Epiphyte"
"698","Nematanthus strigillosus","Online","Nematanthus","strigillosus","Gesneriaceae","Angiospermae","Epiphyte",1,0,1,0,0,0,1,0,0,0,0,1,0,"1, 6, 9, 18","Facultative"
"699","Neoregelia ampullacea","Online","Neoregelia","ampullacea","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8","Epiphyte"
"700","Neoregelia viridovinosa","Online","Neoregelia","viridovinosa","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"701","Nephrolepis biserrata","Online","Nephrolepis","biserrata","Nephrolepidaceae","Pteridophyte","Epiphyte",1,0,1,1,0,1,1,0,1,0,0,1,0,"1, 2, 7, 8, 10, 13, 15, 17","Facultative"
"702","Nephrolepis brownii","Online","Nephrolepis","brownii","Nephrolepidaceae","Pteridophyte","Epiphyte",1,0,0,1,0,1,0,0,0,0,0,1,0,"8, 10","Facultative"
"703","Nephrolepis cordifolia","Online","Nephrolepis","cordifolia","Nephrolepidaceae","Pteridophyte","Epiphyte",0,0,0,1,0,1,1,1,0,1,0,1,1,"1, 3, 6, 8, 12, 17, 21","Facultative"
"704","Nephrolepis exaltata","Online","Nephrolepis","exaltata","Nephrolepidaceae","Pteridophyte","Epiphyte",0,0,1,1,0,1,1,0,1,0,0,1,0,"1, 6, 7, 8, 13, 17","Facultative"
"705","Nephrolepis pectinata","Online","Nephrolepis","pectinata","Nephrolepidaceae","Pteridophyte","Epiphyte",0,0,1,1,0,1,1,0,0,0,0,1,0,"1, 8, 9, 10","Facultative"
"706","Nephrolepis pendula","Online","Nephrolepis","pendula","Nephrolepidaceae","Pteridophyte","Epiphyte",1,0,0,1,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9","Facultative"
"707","Nephrolepis rivularis","Online, Paper","Nephrolepis","rivularis","Nephrolepidaceae","Pteridophyte","Epiphyte",1,0,0,1,0,1,0,0,0,0,0,1,0,"6, 8, 13","Facultative"
"708","Niphidium crassifolium","Online","Niphidium","crassifolium","Polypodiaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,1,0,1,1,1,1,"1, 3, 5, 6, 8, 9, 10, 12, 14","Facultative"
"709","Nohawilliamsia pirarensis","Online","Nohawilliamsia","pirarensis","Orchidaceae","Angiospermae","Epiphyte",0,0,1,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"710","Norantea guianensis","Online","Norantea","guianensis","Marcgraviaceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,1,0,0,1,0,"1, 2, 7, 8, 11, 13, 18, 22","Facultative"
"711","Notylia barkeri","Online, Paper","Notylia","barkeri","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,1,0,0,1,0,"1, 7, 8","Epiphyte"
"712","Notylia glaziovii","Online","Notylia","glaziovii","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"713","Notylia hemitricha","Online, Paper","Notylia","hemitricha","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 18","Epiphyte"
"714","Notylia inversa","Online","Notylia","inversa","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8, 15","Epiphyte"
"715","Notylia longispicata","Online","Notylia","longispicata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"716","Notylia lyrata","Online, Paper","Notylia","lyrata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 2, 8, 10, 13, 15","Epiphyte"
"717","Notylia microchila","Online","Notylia","microchila","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 10","Epiphyte"
"718","Notylia nemorosa","Online","Notylia","nemorosa","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"719","Notylia pubescens","Online","Notylia","pubescens","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"720","Notylia sagittifera","Online, Paper","Notylia","sagittifera","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 2, 8","Epiphyte"
"721","Octomeria alexandri","Online","Octomeria","alexandri","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,0,0,0,0,0,1,0,"8, 9, 10","Facultative"
"722","Octomeria crassifolia","Online, Paper","Octomeria","crassifolia","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9","Facultative"
"723","Octomeria flabellifera","Online","Octomeria","flabellifera","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8","Epiphyte"
"724","Octomeria fusiformis","Online","Octomeria","fusiformis","Orchidaceae","Angiospermae","Epiphyte",0,0,1,0,0,1,0,0,0,0,0,1,0,"8","Facultative"
"725","Octomeria geraensis","Paper","Octomeria","geraensis","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
